0		1.0706E-30
51.2		1.02052E-30
102.4		1.03828E-30
153.6		1.15027E-30
204.8		1.31867E-30
256		1.9781E-30
307.2		4.16008E-30
358.4		8.15535E-30
409.6		2.04572E-29
460.8		3.08474E-29
512		2.70336E-29
563.2		5.75755E-29
614.4		7.40671E-29
665.6		6.2204E-29
716.8		1.12578E-28
768		1.22591E-28
819.2		1.15275E-28
870.4		1.69628E-28
921.6		1.74979E-28
972.8		1.64171E-28
1024		2.3728E-28
1075.2		2.32118E-28
1126.4		2.03405E-28
1177.6		3.10911E-28
1228.8		3.16232E-28
1280		2.53311E-28
1331.2		3.61607E-28
1382.4		4.07599E-28
1433.6		3.09693E-28
1484.8		4.25365E-28
1536		5.00568E-28
1587.2		3.51053E-28
1638.4		4.50588E-28
1689.6		5.64721E-28
1740.8		3.86437E-28
1792		4.74656E-28
1843.2		6.80634E-28
1894.4		4.48417E-28
1945.6		4.57677E-28
1996.8		7.91222E-28
2048		5.62502E-28
2099.2		4.38965E-28
2150.4		8.94676E-28
2201.6		7.32952E-28
2252.8		4.20322E-28
2304		9.34161E-28
2355.2		9.11258E-28
2406.4		4.30532E-28
2457.6		9.30408E-28
2508.8		1.10833E-27
2560		5.07453E-28
2611.2		8.78752E-28
2662.4		1.30921E-27
2713.6		6.25789E-28
2764.8		8.07014E-28
2816		1.44911E-27
2867.2		8.31229E-28
2918.4		7.36007E-28
2969.6		1.51894E-27
3020.8		1.03766E-27
3072		6.89272E-28
3123.2		1.575E-27
3174.4		1.24954E-27
3225.6		7.13046E-28
3276.8		1.52295E-27
3328		1.44948E-27
3379.2		7.24211E-28
3430.4		1.4291E-27
3481.6		1.61722E-27
3532.8		8.08862E-28
3584		1.38054E-27
3635.2		1.72397E-27
3686.4		9.11809E-28
3737.6		1.34115E-27
3788.8		1.87611E-27
3840		1.08234E-27
3891.2		1.29578E-27
3942.4		1.95692E-27
3993.6		1.20545E-27
4044.8		1.28494E-27
4096		2.00332E-27
4147.2		1.31857E-27
4198.4		1.26389E-27
4249.6		2.10712E-27
4300.8		1.44063E-27
4352		1.23742E-27
4403.2		2.16188E-27
4454.4		1.59703E-27
4505.6		1.18239E-27
4556.8		2.16475E-27
4608		1.7675E-27
4659.2		1.13762E-27
4710.4		2.1102E-27
4761.6		1.94422E-27
4812.8		1.11128E-27
4864		2.05279E-27
4915.2		2.11236E-27
4966.4		1.13175E-27
5017.6		1.98349E-27
5068.8		2.25878E-27
5120		1.16102E-27
5171.2		1.85719E-27
5222.4		2.37571E-27
5273.6		1.21416E-27
5324.8		1.72246E-27
5376		2.44564E-27
5427.2		1.27676E-27
5478.4		1.6131E-27
5529.6		2.56267E-27
5580.8		1.36838E-27
5632		1.41506E-27
5683.2		2.58718E-27
5734.4		1.52906E-27
5785.6		1.24423E-27
5836.8		2.69332E-27
5888		1.73999E-27
5939.2		1.06825E-27
5990.4		2.63607E-27
6041.6		2.00007E-27
6092.8		9.09407E-28
6144		2.55323E-27
6195.2		2.34476E-27
6246.4		8.28942E-28
6297.6		2.32232E-27
6348.8		2.61038E-27
6400		8.25153E-28
6451.2		2.03054E-27
6502.4		2.86987E-27
6553.6		9.40352E-28
6604.8		1.64273E-27
6656		3.05697E-27
6707.2		1.18938E-27
6758.4		1.26937E-27
6809.6		3.14659E-27
6860.8		1.58149E-27
6912		9.51524E-28
6963.2		3.07124E-27
7014.4		1.96841E-27
7065.6		7.29209E-28
7116.8		2.84925E-27
7168		2.43625E-27
7219.2		6.5771E-28
7270.4		2.45597E-27
7321.6		2.76851E-27
7372.8		7.27652E-28
7424		2.07331E-27
7475.2		3.00725E-27
7526.4		9.36776E-28
7577.6		1.64899E-27
7628.8		3.12652E-27
7680		1.22705E-27
7731.2		1.30588E-27
7782.4		3.05599E-27
7833.6		1.60668E-27
7884.8		1.04823E-27
7936		2.94302E-27
7987.2		2.00845E-27
8038.4		8.50028E-28
8089.6		2.72287E-27
8140.8		2.38085E-27
8192		8.44743E-28
8243.2		2.34924E-27
8294.4		2.68751E-27
8345.6		9.34714E-28
8396.8		2.02229E-27
8448		2.92755E-27
8499.2		1.11856E-27
8550.4		1.66613E-27
8601.6		3.00438E-27
8652.8		1.40667E-27
8704		1.30194E-27
8755.2		2.92569E-27
8806.4		1.76843E-27
8857.6		1.04896E-27
8908.8		2.79347E-27
8960		2.0977E-27
9011.2		9.35979E-28
9062.4		2.49387E-27
9113.6		2.44042E-27
9164.8		9.29932E-28
9216		2.04271E-27
9267.2		2.64059E-27
9318.4		1.11419E-27
9369.6		1.67696E-27
9420.8		2.69467E-27
9472		1.38526E-27
9523.2		1.29061E-27
9574.4		2.55095E-27
9625.6		1.72439E-27
9676.8		1.07192E-27
9728		2.32111E-27
9779.2		2.00685E-27
9830.4		9.50771E-28
9881.6		2.02363E-27
9932.8		2.2836E-27
9984		1.05539E-27
10035.2		1.64853E-27
10086.4		2.37863E-27
10137.6		1.22275E-27
10188.8		1.37922E-27
10240		2.38469E-27
10291.2		1.49509E-27
10342.4		1.10339E-27
10393.6		2.27979E-27
10444.8		1.80838E-27
10496		1.00101E-27
10547.2		2.00792E-27
10598.4		2.04948E-27
10649.6		1.04668E-27
10700.8		1.71443E-27
10752		2.23389E-27
10803.2		1.19621E-27
10854.4		1.46186E-27
10905.6		2.26678E-27
10956.8		1.39962E-27
11008		1.2202E-27
11059.2		2.2538E-27
11110.4		1.69421E-27
11161.6		1.11737E-27
11212.8		2.08253E-27
11264		1.93387E-27
11315.2		1.10899E-27
11366.4		1.89246E-27
